"~id","~labels","dateCreation","extension","expired","isProtected","dateExpiration","dateModification","nbDaysBeforeExpires","id","status"
"886","Site","2016-12-19","nc","False","False","2022-12-19","2020-12-11",67,"bluelagoon","green"
"887","Site","2021-02-01","nc","False","False","2026-02-01","2021-02-01",1207,"bluemanagement","green"
"888","Site","2019-01-15","nc","False","False","2026-01-15","2020-12-15",1190,"bluescope","green"
"889","Site","2010-08-27","nc","False","False","2023-08-27","2018-07-08",318,"bluewave","green"
"890","Site","2020-02-27","nc","False","False","2025-02-27","2020-02-27",868,"bms-cdd","green"
"891","Site","2010-07-29","nc","False","False","2024-07-29","2019-06-11",655,"bms","green"
"892","Site","2021-10-12","nc","False","False","2026-10-12","2021-10-12",1460,"bmt","green"
"893","Site","2021-07-07","nc","False","False","2023-07-07","2021-07-07",267,"bmtransport","green"
"894","Site","2011-07-20","nc","False","False","2026-07-20","2021-05-30",1376,"bmw","green"
"895","Site","2021-06-08","nc","False","False","2023-06-08","2021-06-08",238,"bnb","green"
"896","Site","2022-03-17","nc","False","False","2024-03-17","2022-03-17",521,"bnbconciergerie","green"
"897","Site","1997-04-13","nc","False","False","2027-04-13","2022-03-13",1643,"bnc","green"
"898","Site","2011-04-29","nc","False","False","2024-04-29","2022-03-10",564,"bnd","green"
"899","Site","2021-01-18","nc","False","False","2023-01-18","2021-01-18",97,"bnk","green"
"900","Site","2000-09-26","nc","False","False","2027-09-26","2022-08-08",1809,"bnp","green"
"901","Site","2002-11-16","nc","False","False","2027-11-16","2022-09-27",1860,"bnpparibas","green"
"902","Site","2002-10-24","nc","False","False","2023-10-24","2018-09-05",376,"bns","green"
"903","Site","2016-12-12","nc","False","False","2025-12-12","2020-12-13",1156,"boamedia","green"
"904","Site","2018-06-01","nc","False","False","2024-06-01","2022-05-01",597,"boaouvakaleba","green"
"905","Site","2020-11-23","nc","False","False","2025-11-23","2020-11-23",1137,"boardriders","green"
"906","Site","2022-01-19","nc","False","False","2024-01-19","2022-01-19",463,"boatoccasion","green"
"907","Site","2021-06-17","nc","False","False","2023-06-17","2021-06-17",247,"boats","green"
"908","Site","2016-02-29","nc","False","False","2024-03-01","2022-03-02",505,"boconcept","green"
"909","Site","2019-08-30","nc","False","False","2023-08-30","2021-07-19",321,"bod","green"
"910","Site","2008-02-29","nc","False","False","2026-03-01","2021-01-18",1235,"bodega","green"
"911","Site","2020-09-15","nc","False","False","2025-09-15","2020-09-15",1068,"bodiz","green"
"912","Site","2009-11-05","nc","False","False","2023-11-05","2021-11-08",388,"body-action","green"
"913","Site","2019-07-09","nc","False","False","2023-07-09","2021-05-21",269,"boimmo","green"
"914","Site","2020-01-20","nc","False","False","2025-01-20","2020-01-20",830,"bois","green"
"915","Site","2010-04-27","nc","False","False","2024-04-27","2022-03-07",562,"boisconcept","green"
"916","Site","2011-03-23","nc","False","False","2024-03-23","2022-01-31",527,"boite-postale","green"
"917","Site","2020-08-20","nc","False","False","2025-08-20","2022-08-02",1042,"boiteapizza","green"
"918","Site","2011-03-23","nc","False","False","2024-03-23","2022-01-31",527,"boitepostale","green"
"919","Site","2020-09-14","nc","False","False","2025-09-14","2020-09-14",1067,"boko","green"
"920","Site","2008-05-19","nc","False","False","2024-05-19","2022-03-29",584,"bolliet","green"
"921","Site","2017-05-23","nc","False","False","2024-05-23","2019-04-22",588,"bonapp","green"
"922","Site","2018-08-24","nc","False","False","2023-08-24","2018-08-24",315,"bonifaceacma","green"
"923","Site","2020-10-02","nc","False","False","2025-10-02","2020-10-02",1085,"bonnieandbonnie","green"
"924","Site","2009-11-13","nc","False","False","2026-11-13","2021-10-14",1492,"bonplan","green"
"925","Site","2016-10-06","nc","False","False","2024-10-07","2022-08-09",725,"bonplancube","green"
"926","Site","2022-06-01","nc","False","False","2024-06-01","2022-06-01",597,"bonplansvoyagenc","green"
"927","Site","2021-05-12","nc","False","False","2026-05-12","2021-05-12",1307,"bonsplans","green"
"928","Site","2022-06-01","nc","False","False","2024-06-01","2022-06-01",597,"bonsplansvoyages","green"
"929","Site","2020-09-13","nc","False","False","2025-09-13","2020-09-13",1066,"bonvrac","green"
"930","Site","2013-07-16","nc","False","False","2024-07-16","2022-06-01",642,"bookin","green"
"931","Site","2017-10-27","nc","False","False","2022-10-27","2022-09-26",14,"booking","orange"
"932","Site","2019-12-19","nc","False","False","2024-12-19","2019-12-19",798,"bookme","green"
"933","Site","2017-09-04","nc","False","False","2027-09-04","2022-07-15",1787,"boomerang","green"
"934","Site","2010-10-18","nc","False","False","2022-10-18","2022-09-27",5,"boopscafe","orange"
"935","Site","2019-09-16","nc","False","False","2023-09-16","2021-08-16",338,"boost","green"
"936","Site","2018-08-10","nc","False","False","2025-08-10","2020-07-10",1032,"bornagain","green"
"937","Site","2020-09-26","nc","False","False","2024-09-26","2022-08-29",714,"bornederecharge","green"
"938","Site","2020-09-26","nc","False","False","2024-09-26","2022-08-16",714,"bornesderecharge","green"
"939","Site","2022-04-20","nc","False","False","2027-04-20","2022-04-20",1650,"botabox","green"
"940","Site","2007-08-24","nc","False","False","2025-08-24","2020-07-15",1046,"botanea","green"
"941","Site","2008-12-18","nc","False","False","2026-12-18","2021-11-02",1527,"botanik","green"
"942","Site","2021-10-22","nc","False","False","2026-10-22","2021-10-22",1470,"bottlestore","green"
"943","Site","2018-06-20","nc","False","False","2023-07-11","2018-06-20",271,"boufeneche","green"
"944","Site","2020-06-02","nc","False","False","2025-06-02","2020-06-02",963,"boulangerie-saint-honore-noumea","green"
"945","Site","2017-12-04","nc","False","False","2022-12-04","2017-12-04",52,"boulangerie","green"
"946","Site","2020-08-14","nc","False","False","2024-08-14","2022-07-11",671,"boulangeriedumarche","green"
"947","Site","2019-08-07","nc","False","False","2024-08-07","2019-08-07",664,"boulangerielaviesaine","green"
"948","Site","2017-05-02","nc","False","False","2023-05-02","2021-03-24",201,"boulouparis-evenements","green"
"949","Site",,"nc",,"True",,,,"boulouparis",
"950","Site","2022-10-04","nc","False","False","2026-10-04","2022-10-04",1452,"boulraceparts","green"
"951","Site","2020-03-26","nc","False","False","2025-03-26","2020-03-26",895,"bourail-assurances","green"
"952","Site","2020-05-05","nc","False","False","2024-05-05","2022-03-24",570,"bourail-shuttle-service","green"
"953","Site","2021-09-27","nc","False","False","2026-09-27","2021-09-27",1445,"bourailelectricite","green"
"954","Site","2013-04-05","nc","False","False","2024-04-07","2022-04-01",542,"bourailtourisme","green"
"955","Site","2018-06-18","nc","False","False","2023-06-18","2018-11-12",248,"boutique-csb","green"
"956","Site","2022-05-17","nc","False","False","2024-05-17","2022-05-17",582,"boutique","green"
"957","Site","2008-04-01","nc","False","False","2024-04-01","2022-02-09",536,"boutiqueopt","green"
"958","Site","2018-01-12","nc","False","False","2023-01-12","2018-01-12",91,"bouturesdeparoles","green"
"959","Site","2017-12-15","nc","False","False","2022-12-15","2017-12-15",63,"bowen","green"
"960","Site","2021-07-08","nc","False","False","2023-07-22","2021-07-08",282,"bowling","green"
"961","Site","2010-05-27","nc","False","False","2023-05-27","2018-04-09",226,"box","green"
"962","Site","2017-12-14","nc","False","False","2022-12-14","2017-12-14",62,"boxnc","green"
"963","Site","2017-12-07","nc","False","False","2022-12-07","2018-11-21",55,"boxtv","green"
"964","Site","2018-11-06","nc","False","False","2023-11-06","2018-11-06",389,"bozu","green"
"965","Site","2022-03-30","nc","False","False","2027-03-30","2022-03-30",1629,"bpap","green"
"966","Site","2020-06-12","nc","False","False","2023-06-12","2020-06-12",242,"bpopartners","green"
"967","Site","2022-05-10","nc","False","False","2027-05-18","2022-05-10",1678,"bproauto","green"
"968","Site","2022-02-09","nc","False","False","2027-02-09","2022-02-09",1580,"bqs","green"
"969","Site","2020-05-13","nc","False","False","2025-05-13","2020-05-13",943,"brasseursdulagon","green"
"970","Site","2004-09-14","nc","False","False","2027-09-14","2022-08-03",1797,"brewo","green"
"971","Site","2021-12-06","nc","False","False","2026-12-06","2021-12-06",1515,"brh","green"
"972","Site","2021-09-03","nc","False","False","2023-09-03","2021-09-03",325,"brick","green"
"973","Site","2021-05-28","nc","False","False","2026-05-28","2021-05-28",1323,"bricolage","green"
"974","Site","2016-01-21","nc","False","False","2023-01-21","2018-01-19",100,"briconautes-noumea","green"
"975","Site","2017-04-20","nc","False","False","2024-04-20","2019-03-20",555,"briconautes","green"
"976","Site","2013-08-20","nc","False","False","2027-08-20","2022-07-01",1772,"bricorama","green"
"977","Site","2018-02-08","nc","False","False","2023-02-08","2018-02-08",118,"bridgestone","green"
"978","Site","2020-09-08","nc","False","False","2023-09-08","2020-09-08",330,"brief","green"
"979","Site","2021-03-09","nc","False","False","2023-03-09","2021-03-09",147,"briochedoree","green"
"980","Site","2001-03-02","nc","False","False","2024-03-02","2022-01-20",506,"brm","green"
"981","Site","2016-05-02","nc","False","False","2024-05-02","2022-03-14",567,"brockeducation","green"
"982","Site","2003-07-24","nc","False","False","2024-07-24","2022-06-07",650,"brockvoyages","green"
"983","Site","2020-05-18","nc","False","False","2025-05-18","2020-05-18",948,"brodart","green"
"984","Site","2022-09-30","nc","False","False","2027-09-30","2022-09-30",1813,"broderie","green"
"985","Site","2020-10-27","nc","False","False","2024-10-27","2020-10-27",745,"broussan-associes","green"
"986","Site","2008-07-02","nc","False","False","2027-07-02","2022-06-03",1723,"broussan","green"
"987","Site","2009-03-27","nc","False","False","2024-03-27","2022-02-07",531,"broussard","green"
"988","Site","2014-12-15","nc","False","False","2024-12-15","2019-11-15",794,"brousse-en-folie","green"
"989","Site","2005-12-09","nc","False","False","2023-12-09","2018-12-07",422,"brousseenfolie","green"
"990","Site","2018-06-21","nc","False","False","2025-06-21","2020-06-19",982,"brs","green"
"991","Site","2020-07-20","nc","False","False","2025-07-20","2020-07-20",1011,"brunet","green"
"992","Site","2019-11-25","nc","False","False","2024-11-25","2019-11-25",774,"brutconstruction","green"
"993","Site","2014-05-27","nc","False","False","2023-05-27","2018-04-20",226,"bsas","green"
"994","Site","2021-08-13","nc","False","False","2026-08-13","2021-08-13",1400,"bsc","green"
"995","Site","2017-07-11","nc","False","False","2027-07-11","2022-05-21",1732,"bse","green"
"996","Site","2021-12-16","nc","False","False","2026-12-16","2021-12-16",1525,"btc","green"
"997","Site","2012-10-18","nc","False","False","2024-10-18","2022-09-17",736,"btnc","green"
"998","Site","2015-05-11","nc","False","False","2023-05-11","2021-03-22",210,"btpdistribution","green"
"999","Site","2021-06-03","nc","False","False","2023-06-03","2022-06-07",233,"btsinfo","green"
"1000","Site","2017-08-01","nc","False","False","2026-08-01","2021-07-13",1388,"btssn","green"
"1001","Site","2020-12-14","nc","False","False","2025-12-14","2020-12-14",1158,"bubbashrimp","green"
"1002","Site","2012-04-18","nc","False","False","2026-04-18","2021-03-23",1283,"budget","green"
"1003","Site","2014-01-20","nc","False","False","2024-01-20","2019-01-21",464,"buffalogreen","green"
"1004","Site","2019-08-05","nc","False","False","2024-08-05","2019-08-05",662,"bugzmoney","green"
"1005","Site","2007-07-13","nc","False","False","2027-07-13","2022-06-13",1734,"buiduyetonline","green"
"1006","Site","1998-08-08","nc","False","False","2025-08-08","2020-06-18",1030,"bull","green"
"1007","Site","2016-06-07","nc","False","False","2023-06-08","2020-04-18",238,"bulotdeco","green"
"1008","Site","2014-10-24","nc","False","False","2024-10-24","2019-09-03",742,"bungalow","green"
"1009","Site","2020-07-15","nc","False","False","2025-07-15","2020-07-15",1006,"bunk","green"
"1010","Site","2013-11-07","nc","False","False","2022-11-07","2022-10-07",25,"bureau-vallee","green"
"1011","Site","2019-10-10","nc","False","False","2023-10-10","2021-08-27",362,"bureauvalleedreamcup","green"
"1012","Site","2012-02-01","nc","False","False","2027-02-01","2022-01-20",1572,"bureauxlocaux","green"
"1013","Site","2018-10-02","nc","False","False","2023-10-02","2021-04-21",354,"burgerking","green"
"1014","Site","2006-11-02","nc","False","False","2023-11-02","2018-09-26",385,"burocal","green"
"1015","Site","2002-08-01","nc","False","False","2027-08-01","2022-06-13",1753,"buropac","green"
"1016","Site","2015-11-04","nc","False","False","2025-11-04","2020-11-02",1118,"buroservices","green"
"1017","Site","2005-09-14","nc","False","False","2025-09-14","2020-08-20",1067,"burovert","green"
"1018","Site","2020-05-18","nc","False","False","2024-05-18","2022-05-16",583,"business-office","green"
"1019","Site","2018-07-06","nc","False","False","2025-07-06","2020-05-18",997,"businessangel","green"
"1020","Site","2019-11-12","nc","False","False","2024-11-12","2019-11-12",761,"businessboost","green"
"1021","Site","2022-07-20","nc","False","False","2027-07-20","2022-07-20",1741,"but","green"
"1022","Site","2022-07-20","nc","False","False","2027-07-20","2022-07-20",1741,"butcosy","green"
"1023","Site","2021-01-04","nc","False","False","2026-01-04","2021-01-04",1179,"buzzradio","green"
"1024","Site","2014-05-27","nc","False","False","2023-05-27","2018-05-08",226,"bvl","green"
"1025","Site","2022-03-01","nc","False","False","2024-03-01","2022-03-01",505,"bvp","green"
"1026","Site","2018-11-12","nc","False","False","2023-11-12","2020-11-06",395,"bwara","green"
"1027","Site","1999-03-22","nc","False","False","2024-03-22","2022-02-08",526,"bws","green"
"1028","Site","2017-10-18","nc","False","False","2022-10-18","2022-09-17",5,"by-bank","orange"
"1029","Site","2020-01-02","nc","False","False","2027-01-02","2022-01-06",1542,"byd","green"
"1030","Site","2017-03-22","nc","False","False","2023-03-22","2021-04-15",160,"bye","green"
"1031","Site","2022-08-29","nc","False","False","2024-08-29","2022-08-29",686,"bymainem","green"
"1032","Site","2018-05-22","nc","False","False","2025-06-12","2020-05-12",973,"byms","green"
"1033","Site","2014-12-08","nc","False","False","2022-12-08","2020-11-05",56,"c2bsagees","green"
"1034","Site","2019-01-29","nc","False","False","2024-01-29","2019-01-29",473,"c2tb","green"
"1035","Site","2016-04-19","nc","False","False","2025-04-19","2020-03-24",919,"c3box","green"
"1036","Site","2022-08-09","nc","False","False","2024-08-09","2022-08-09",666,"cabcollot","green"
"1037","Site","2020-07-22","nc","False","False","2025-07-22","2020-07-22",1013,"cabex","green"
